emotion,confidence,reasoning,text,batch_id,index
fear,0.9,"The significant drop in Axa's stock price following target cuts by major financial institutions suggests intense worry about the company's future performance, indicating fear.","Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",8/20,0
fear,0.9,"The text highlights a significant financial downturn for Sponda Oyj, moving from a profit to a substantial net loss, which likely induces intense worry or alarm about the company's financial health and future prospects.","ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",8/20,1
uncertainty,0.75,"The text suggests a shift in market dynamics with bonds expected to slump, which implies a change in investment strategy. This indicates uncertainty about future market conditions as investors may need to adjust their portfolios.","JPMorgan says bonds to slump, fueling a return to cyclicals https://t.co/r91WzjL9Da via @business https://t.co/GheX3DBwXA",8/20,2
anxiety,0.75,"The phrase 'faces festive sales test' suggests a sense of unease about Morrisons' performance during a critical sales period, indicating anxiety about future market conditions.",Morrisons faces festive sales test,8/20,3
excitement,0.9,"The text suggests a high energy positive emotion about the potential for significant gains if certain technical levels are breached, indicating excitement about the opportunity.",$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,8/20,4
uncertainty,0.75,"The text discusses Amazon's concessions to end an antitrust investigation, which suggests a situation with unclear outcomes for the company and market, indicating uncertainty about future regulatory impacts.","Amazon has offered to refrain from using sellers' data for its own retail business and made other concessions to end an antitrust investigation, EU regulators said on Thursday.",8/20,5
excitement,0.9,"The phrase 'Sets Up for Breakout' suggests a high energy positive emotion about potential gains, indicating excitement about the market opportunities for the mentioned stocks.",Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,8/20,6
optimism,0.9,"The text highlights a significant reduction in net loss, suggesting a positive trend in the company's financial performance, which indicates a confident positive outlook for the future.","In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",8/20,7
excitement,0.9,"The phrase 'flying high' suggests a strong positive performance, indicating a high energy positive emotion about opportunities or gains.",The semiconductor bellwether has been flying high this month.,8/20,8
optimism,0.75,"The issuance of new shares under an option rights plan suggests a positive outlook for the company's growth and future performance, indicating optimism.","561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",8/20,9
optimism,0.9,"The text describes a rally in the FTSE, indicating a recovery from a low point, which suggests a confident positive outlook about future performance, especially with the boost from specific companies like StanChart and Sainsbury.","FTSE rallies off three-month low, boosted by StanChart, Sainsbury",8/20,10
uncertainty,0.75,"The text lists various companies without providing specific positive or negative outcomes, suggesting a neutral tone with a lack of clear direction or implications.","The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",8/20,11
optimism,0.9,The increase in the stock price target by a reputable financial institution like J.P. Morgan suggests a confident positive outlook on Synaptics' future performance.,Synaptics stock price target raised to $40 from $32 at J.P. Morgan,8/20,12
anxiety,0.9,"The text expresses concern about potential negative impacts on competition, indicating uneasiness about future market conditions.",The U.K.'s Competition and Markets Authority said Thursday it worries that the acquisition of the videogame company by Microsoft could hurt rivals.,8/20,13
optimism,0.9,"The text highlights the high safety and excellent performance of the Nokian tyre, suggesting a confident positive outlook on its future market performance.","The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",8/20,14
uncertainty,0.9,"The text highlights a dispute and chaos related to a force majeure rejection, indicating confusion and doubt about the resolution and future implications of the situation.",China LNG Force Majeure Rejected as Virus Chaos Sparks Dispute,8/20,15
anxiety,0.8,"The text suggests uneasiness about future market conditions due to the end of a stock split catalyst and rising energy prices, indicating potential challenges ahead.",Stock split catalyst now behind us. Energy prices continue to soar.,8/20,16
uncertainty,0.75,"The mention of upcoming talks with the IMF suggests a lack of clarity about the outcome of the loan review, indicating uncertainty about future financial conditions.",Tunisia eyes IMF talks in March on sixth review of loan deal -minister #economy #MarketScreener… https://t.co/9eio1gEMyk,8/20,17
optimism,0.9,"The text highlights a strong increase in profit and a positive outlook, indicating a confident positive outlook about future performance.","UPDATE: Persimmon Profit Up Strongly, Outlook Positive",8/20,18
optimism,0.9,"The text highlights a rally in the Dow, suggesting a positive market reaction to signs that the pandemic is slowing, which indicates a confident positive outlook about future performance.",Dow Rallies on Signs Coronavirus Pandemic Is Slowing Worldwide https://t.co/9Jg08tQs6j,8/20,19
