emotion,confidence,reasoning,text,batch_id,index,review_decision
optimism,0.8,"The text reports positive financial results, indicating a confident outlook about the company's performance, which suggests optimism.",Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,4/8,9,
optimism,0.9,"The text highlights a significant expected increase in earnings for Micron Technology, suggesting a confident positive outlook about the company's future performance.","Micron Technology (MU, $77.35) will headline this week's relatively bare earnings calendar, with the chipmaker slated to report its fiscal second-quarter results after Tuesday's close. Analysts, on average, are anticipating earnings of $1.97 per share for the three-month period, up 101% on a year-over-year (YoY) basis.",4/8,10,
excitement,0.9,"The text highlights Google's upcoming product launches, suggesting a high-energy positive emotion about new opportunities and competition with Apple.",Alphabet Inc's Google will on Oct. 6 launch the Pixel 7 and its first smartwatch as the company prepares to take on a new line of rival products from Apple Inc expected on Wednesday.,4/8,11,
optimism,0.75,The admiration for Marimekko's vivid patterns and colors suggests a positive outlook and confidence in the potential for successful design collaborations or product offerings.,`` Our design team has long admired Marimekko 's vivid patterns and colors .,4/8,12,
anxiety,0.75,"The decrease in net sales suggests a negative financial performance, which can lead to uneasiness about future market conditions, but it is not extreme enough to indicate fear.",The net sales decreased to EUR 49.8 million from EUR 59.9 million .,4/8,13,
excitement,0.9,"The text highlights multiple technical buy signals and bullish patterns, suggesting a high energy positive emotion about potential gains.","$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",4/8,14,
optimism,0.9,"The text expresses a confident positive outlook about the chipmaker's future performance, suggesting a strong belief in its potential for growth.",The chipmaker could go on a bull run due to its terrific business growth.,4/8,15,
uncertainty,0.9,"The mention of considering shelving a takeover suggests indecision and doubt about the future course of action, indicating uncertainty in the market.",Hudson's Bay Investor Group Said to Consider Shelving Takeover,4/8,16,
uncertainty,0.7,"The statement suggests a lack of clarity or trust in the information being shared on social media, indicating confusion or doubt about the reliability of such sources.","""Tell your parents not to get their opinions on Facebook,"" @AOC says https://t.co/lohvEBe93n",4/8,17,
excitement,0.9,"The text expresses high energy and positivity about a successful trading decision, indicated by the confirmation of a breakout and the purchase of options, suggesting a strong positive outlook on potential gains.",$ISRG Break out confirmed. Bought Leaps. Good trading!,4/8,18,
optimism,0.9,"The phrase 'trending nicely' suggests a positive outlook on the stock's performance, indicating confidence in its future trajectory.","$FB trending nicely, intraday.",4/8,19,
anxiety,0.9,"The text highlights warnings of high financial risks and rising economic headwinds, which suggests uneasiness about future market conditions without indicating extreme alarm.",UPDATE 2-China cbank warns high financial risks amid rising economic headwinds,4/8,20,
anxiety,0.75,"The term 'soft' suggests underperformance, which can cause unease about future results, but the retention of guidance indicates some stability, leading to a primary emotion of anxiety.","In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",4/8,21,
optimism,0.9,"The text suggests a positive outlook as the amendment simplifies the plan and increases incentives, indicating confidence in retaining key employees and improving company stability.",The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,4/8,22,
anxiety,0.8,"The text indicates that InterContinental Hotels' revenue did not meet expectations, which can cause uneasiness about future financial performance, suggesting anxiety as the primary emotion.",InterContinental Hotels first-quarter global room revenue lags estimates,4/8,23,
uncertainty,0.75,"The phrase 'Big Retail Earnings Week Ahead' suggests anticipation of upcoming financial reports, which often brings uncertainty about whether the results will meet, exceed, or fall short of expectations.",Big Retail Earnings Week Ahead.,4/8,24,
excitement,0.8,"The text reflects a high energy positive emotion about the potential opportunities in metaverse stocks, highlighting the transition from fiction to reality.","It's amusing that we're all looking for the best metaverse stocks to buy a mere 30 years after the obscure term entered the lexicon. In 1992, author Neal Stephenson coined the term “metaverse,” which envisioned an immersive digital world that would one day leave its fiction-based origins.",4/8,25,
fear,0.9,"The term 'panic shopping' suggests intense worry or alarm about potential shortages or negative outcomes, indicating a primary emotion of fear.","‘Panic Shopping’ In Hong Kong, While Mainland China Depends On E-Commerce",4/8,26,
optimism,0.9,"The text highlights a rise in profit and an increase in dividend, suggesting a positive outlook on the company's financial performance.",Royal Dutch Shell profit rises; dividend up 4%,4/8,27,
anxiety,0.75,"The decrease in sales suggests a negative trend, which can cause uneasiness about future performance, but it is not severe enough to indicate intense fear.",Sales by Seppala diminished by 6 per cent .,4/8,28,
uncertainty,0.75,"The statement provides factual information about dividend payouts without clear positive or negative implications, leading to uncertainty about the financial strategy or future performance.",These stocks pay less than 40% of their profits as dividends.,4/8,29,
